RUN	aswes1b.downloadRoutes30	downloadroutes30	1588530943032	 	3.3.1
REQUEST	5		request_175	1588531249495	1588531259497	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_195	1588531249578	1588531259579	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_176	1588531249735	1588531259736	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_196	1588531249992	1588531259993	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_175	1588531253257	1588531263258	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_198	1588531255059	1588531265061	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_176	1588531255305	1588531265305	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_181	1588531255765	1588531265766	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_177	1588531255815	1588531265816	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_199	1588531255875	1588531265876	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_182	1588531256008	1588531266009	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_183	1588531256069	1588531266070	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_200	1588531256151	1588531266152	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_178	1588531256224	1588531266225	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_175	1588531256275	1588531266276	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_179	1588531256675	1588531266676	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_176	1588531257159	1588531267160	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_197	1588531257212	1588531267213	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_201	1588531257348	1588531267349	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_198	1588531257458	1588531267459	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_177	1588531257580	1588531267581	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_202	1588531257701	1588531267702	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_203	1588531257814	1588531267815	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_178	1588531257944	1588531267945	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_177	1588531258630	1588531268631	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_180	1588531259497	1588531269498	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_199	1588531259579	1588531269581	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_181	1588531259736	1588531269737	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_200	1588531259993	1588531269994	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_178	1588531263258	1588531273260	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_204	1588531265061	1588531275062	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_179	1588531265306	1588531275307	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_184	1588531265767	1588531275768	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_182	1588531265816	1588531275817	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_205	1588531265876	1588531275878	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_185	1588531266009	1588531276010	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_186	1588531266070	1588531276071	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_206	1588531266153	1588531276154	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_183	1588531266225	1588531276226	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_179	1588531266277	1588531276277	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_184	1588531266676	1588531276678	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	16		request_172	1588531227393	1588531276722	OK	 
REQUEST	16		request_174	1588531228827	1588531276896	OK	 
REQUEST	13		request_166	1588531228834	1588531276970	OK	 
REQUEST	17		request_165	1588531228412	1588531277048	OK	 
REQUEST	16		request_173	1588531228184	1588531277055	OK	 
REQUEST	13		request_167	1588531228861	1588531277131	OK	 
REQUEST	17		request_180	1588531267161	1588531277161	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	13		request_169	1588531230510	1588531277185	OK	 
REQUEST	15		request_201	1588531267213	1588531277214	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	5		request_166	1588531230706	1588531277239	OK	 
REQUEST	17		request_166	1588531230694	1588531277304	OK	 
REQUEST	14		request_207	1588531267349	1588531277351	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_202	1588531267460	1588531277461	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_181	1588531267581	1588531277582	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_208	1588531267702	1588531277703	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	14		request_209	1588531267815	1588531277816	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	17		request_182	1588531267945	1588531277946	KO	i.n.c.ConnectTimeoutException: connection timed out: aswes1b.solid.community/165.227.231.225:443
REQUEST	15		request_186	1588531226725	1588531278307	OK	 
REQUEST	13		request_181	1588531273260	1588531282514	OK	 
REQUEST	17		request_185	1588531277162	1588531282560	OK	 
REQUEST	16		request_190	1588531276722	1588531282660	OK	 
REQUEST	5		request_190	1588531277240	1588531282678	OK	 
REQUEST	5		request_185	1588531269498	1588531283079	OK	 
REQUEST	5		request_191	1588531282678	1588531283085	OK	 
REQUEST	5		request_187	1588531275818	1588531283115	OK	 
REQUEST	14		request_211	1588531275878	1588531283324	OK	 
REQUEST	14		request_212	1588531276154	1588531283352	OK	 
REQUEST	14		request_210	1588531275063	1588531283368	OK	 
REQUEST	14		request_216	1588531283324	1588531283877	OK	 
REQUEST	14		request_218	1588531283368	1588531283908	OK	 
REQUEST	14		request_217	1588531283353	1588531283986	OK	 
REQUEST	15		request_207	1588531278308	1588531284573	OK	 
REQUEST	17		request_184	1588531277049	1588531284937	OK	 
REQUEST	13		request_184	1588531277131	1588531284958	OK	 
REQUEST	13		request_183	1588531276971	1588531284973	OK	 
REQUEST	15		request_205	1588531277214	1588531285068	OK	 
REQUEST	15		request_192	1588531245054	1588531285085	OK	 
REQUEST	5		request_189	1588531276678	1588531285089	OK	 
REQUEST	16		request_189	1588531276071	1588531285851	OK	 
REQUEST	16		request_192	1588531277056	1588531285889	OK	 
REQUEST	14		request_213	1588531277351	1588531285979	OK	 
REQUEST	14		request_215	1588531277817	1588531286002	OK	 
REQUEST	16		request_188	1588531276011	1588531286044	OK	 
REQUEST	13		request_186	1588531282515	1588531286061	OK	 
REQUEST	16		request_193	1588531282661	1588531286069	OK	 
REQUEST	13		request_187	1588531284958	1588531286098	OK	 
REQUEST	17		request_190	1588531284937	1588531286117	OK	 
REQUEST	17		request_183	1588531276277	1588531286132	OK	 
REQUEST	13		request_180	1588531268631	1588531286158	OK	 
REQUEST	17		request_189	1588531282560	1588531286200	OK	 
REQUEST	5		request_194	1588531283115	1588531286762	OK	 
REQUEST	5		request_193	1588531283086	1588531286803	OK	 
REQUEST	14		request_222	1588531285979	1588531286806	OK	 
REQUEST	13		request_190	1588531286098	1588531286809	OK	 
REQUEST	13		request_191	1588531286158	1588531286812	OK	 
REQUEST	17		request_191	1588531286118	1588531286830	OK	 
REQUEST	14		request_223	1588531286003	1588531286844	OK	 
REQUEST	5		request_192	1588531283080	1588531286915	OK	 
REQUEST	14		request_219	1588531283877	1588531287315	OK	 
REQUEST	14		request_220	1588531283908	1588531287353	OK	 
REQUEST	14		request_221	1588531283987	1588531287400	OK	 
REQUEST	13		request_188	1588531284973	1588531287832	OK	 
REQUEST	5		request_195	1588531285090	1588531287968	OK	 
REQUEST	14		request_228	1588531287401	1588531287988	OK	 
REQUEST	14		request_227	1588531287354	1588531287990	OK	 
REQUEST	15		request_208	1588531284576	1588531288052	OK	 
REQUEST	15		request_210	1588531285085	1588531288152	OK	 
REQUEST	15		request_209	1588531285068	1588531288156	OK	 
REQUEST	14		request_230	1588531287991	1588531288217	OK	 
REQUEST	14		request_229	1588531287988	1588531288285	OK	 
REQUEST	5		request_186	1588531269737	1588531288722	KO	j.n.s.SSLException: handshake timed out
REQUEST	15		request_204	1588531269995	1588531288803	KO	j.n.s.SSLException: handshake timed out
REQUEST	13		request_182	1588531275307	1588531289247	KO	j.n.s.SSLException: handshake timed out
REQUEST	16		request_194	1588531285852	1588531289376	OK	 
REQUEST	17		request_188	1588531277946	1588531289391	OK	 
REQUEST	16		request_197	1588531286069	1588531289417	OK	 
REQUEST	17		request_193	1588531286200	1588531289428	OK	 
REQUEST	16		request_187	1588531275768	1588531289435	OK	 
REQUEST	14		request_231	1588531288218	1588531289437	OK	 
REQUEST	17		request_192	1588531286133	1588531289481	OK	 
REQUEST	16		request_196	1588531286045	1588531289619	OK	 
REQUEST	13		request_189	1588531286061	1588531289625	OK	 
REQUEST	14		request_224	1588531286807	1588531290664	OK	 
REQUEST	5		request_197	1588531286804	1588531290671	OK	 
REQUEST	13		request_193	1588531286813	1588531290678	OK	 
REQUEST	17		request_194	1588531286831	1588531290702	OK	 
REQUEST	14		request_225	1588531286845	1588531290709	OK	 
REQUEST	13		request_192	1588531286810	1588531290715	OK	 
REQUEST	5		request_198	1588531286915	1588531290717	OK	 
REQUEST	15		request_206	1588531277461	1588531290724	OK	 
REQUEST	17		request_186	1588531277304	1588531290858	OK	 
REQUEST	14		request_226	1588531287316	1588531290873	OK	 
REQUEST	5		request_196	1588531286763	1588531290976	OK	 
REQUEST	5		request_188	1588531276227	1588531291248	OK	 
REQUEST	14		request_236	1588531290874	1588531291464	OK	 
REQUEST	14		request_235	1588531290709	1588531291549	OK	 
REQUEST	13		request_194	1588531287833	1588531291608	OK	 
REQUEST	5		request_199	1588531287969	1588531291897	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 404
REQUEST	14		request_232	1588531288286	1588531292189	OK	 
REQUEST	14		request_237	1588531291464	1588531292195	OK	 
REQUEST	15		request_211	1588531288053	1588531292693	OK	 
REQUEST	16		request_201	1588531289619	1588531293376	OK	 
REQUEST	17		request_197	1588531289481	1588531293994	OK	 
REQUEST	14		request_240	1588531292196	1588531294012	OK	 
REQUEST	17		request_195	1588531289391	1588531294388	OK	 
REQUEST	14		request_233	1588531289438	1588531294405	OK	 
REQUEST	13		request_185	1588531277186	1588531294630	OK	 
REQUEST	17		request_187	1588531277582	1588531294802	OK	 
REQUEST	16		request_191	1588531276897	1588531294813	OK	 
REQUEST	15		request_216	1588531292693	1588531295017	OK	 
REQUEST	14		request_234	1588531290665	1588531295213	OK	 
REQUEST	16		request_200	1588531289435	1588531295241	OK	 
REQUEST	13		request_196	1588531289625	1588531295620	OK	 
REQUEST	16		request_198	1588531289377	1588531295623	OK	 
REQUEST	15		request_212	1588531288152	1588531295823	OK	 
REQUEST	5		request_200	1588531288723	1588531295852	OK	 
REQUEST	15		request_213	1588531288156	1588531295855	OK	 
REQUEST	17		request_196	1588531289429	1588531296039	OK	 
REQUEST	5		request_203	1588531290976	1588531296261	OK	 
REQUEST	17		request_199	1588531290858	1588531296644	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 404
REQUEST	13		request_197	1588531290679	1588531296664	OK	 
REQUEST	16		request_199	1588531289417	1588531297062	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 404
REQUEST	14		request_242	1588531294405	1588531297088	OK	 
REQUEST	13		request_195	1588531289247	1588531297266	OK	 
REQUEST	13		request_199	1588531291609	1588531297708	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 404
REQUEST	14		request_238	1588531291550	1588531297924	OK	 
REQUEST	15		request_214	1588531288803	1588531298160	OK	 
REQUEST	5		request_201	1588531290672	1588531298173	OK	 
REQUEST	16		request_195	1588531285889	1588531298196	OK	 
REQUEST	15		request_218	1588531295823	1588531298210	OK	 
REQUEST	14		request_241	1588531294012	1588531298258	OK	 
REQUEST	17		request_198	1588531290703	1588531298260	OK	 
REQUEST	17		request_201	1588531294388	1588531298276	OK	 
REQUEST	13		request_198	1588531290715	1588531298287	OK	 
REQUEST	15		request_219	1588531295855	1588531298409	OK	 
REQUEST	14		request_239	1588531292189	1588531298434	OK	 
REQUEST	5		request_206	1588531295852	1588531298439	OK	 
REQUEST	15		request_215	1588531290724	1588531298479	OK	 
REQUEST	5		request_205	1588531291898	1588531298515	OK	 
REQUEST	5		request_204	1588531291249	1588531298565	OK	 
REQUEST	5		request_202	1588531290717	1588531298568	OK	 
REQUEST	14		request_214	1588531277703	1588531298589	OK	 
REQUEST	17		request_202	1588531294802	1588531298650	OK	 
REQUEST	13		request_200	1588531294631	1588531298767	OK	 
REQUEST	14		request_245	1588531297924	1588531299292	OK	 
REQUEST	14		request_246	1588531298258	1588531299376	OK	 
REQUEST	16		request_207	1588531298197	1588531299381	OK	 
REQUEST	16		request_206	1588531297063	1588531299389	OK	 
REQUEST	5		request_208	1588531298173	1588531299448	OK	 
REQUEST	16		request_202	1588531293376	1588531299470	OK	 
REQUEST	14		request_248	1588531298589	1588531300475	OK	 
REQUEST	13		request_203	1588531297267	1588531300488	OK	 
REQUEST	15		request_221	1588531298210	1588531300947	OK	 
REQUEST	15		request_220	1588531298161	1588531300950	OK	 
REQUEST	5		request_207	1588531296262	1588531300951	OK	 
REQUEST	17		request_206	1588531298277	1588531300976	OK	 
REQUEST	13		request_206	1588531298767	1588531301006	OK	 
REQUEST	14		request_249	1588531299292	1588531301122	OK	 
REQUEST	16		request_203	1588531294814	1588531301519	OK	 
REQUEST	14		request_250	1588531299376	1588531302094	OK	 
REQUEST	15		request_223	1588531298479	1588531302112	OK	 
REQUEST	15		request_217	1588531295018	1588531302121	OK	 
REQUEST	14		request_251	1588531300476	1588531302536	OK	 
REQUEST	16		request_208	1588531299382	1588531302752	OK	 
REQUEST	15		request_227	1588531302122	1588531302769	OK	 
REQUEST	16		request_210	1588531299470	1588531302772	OK	 
REQUEST	5		request_213	1588531299448	1588531302773	OK	 
REQUEST	16		request_209	1588531299389	1588531302774	OK	 
REQUEST	13		request_207	1588531300489	1588531302868	OK	 
REQUEST	5		request_209	1588531298439	1588531302880	OK	 
REQUEST	5		request_210	1588531298516	1588531302886	OK	 
REQUEST	15		request_228	1588531302770	1588531303086	OK	 
REQUEST	13		request_202	1588531296664	1588531303119	OK	 
REQUEST	13		request_205	1588531298287	1588531303124	OK	 
REQUEST	17		request_207	1588531298650	1588531303634	OK	 
REQUEST	5		request_217	1588531302887	1588531303860	OK	 
REQUEST	5		request_216	1588531302881	1588531303870	OK	 
REQUEST	15		request_222	1588531298409	1588531303876	OK	 
REQUEST	15		request_225	1588531300950	1588531304071	OK	 
REQUEST	15		request_229	1588531303086	1588531304083	OK	 
REQUEST	17		request_203	1588531296039	1588531304740	OK	 
REQUEST	17		request_200	1588531293994	1588531304802	OK	 
REQUEST	17		request_204	1588531296645	1588531305492	OK	 
REQUEST	17		request_205	1588531298260	1588531305494	OK	 
REQUEST	14		request_244	1588531297088	1588531305495	OK	 
REQUEST	13		request_204	1588531297708	1588531305497	OK	 
REQUEST	5		request_218	1588531303861	1588531305683	OK	 
REQUEST	13		request_201	1588531295621	1588531305685	OK	 
REQUEST	15		request_230	1588531303877	1588531305690	OK	 
REQUEST	14		request_247	1588531298435	1588531305696	OK	 
REQUEST	15		request_231	1588531304072	1588531305748	OK	 
REQUEST	14		request_243	1588531295214	1588531305843	OK	 
REQUEST	5		request_214	1588531300951	1588531305844	OK	 
REQUEST	13		request_208	1588531301007	1588531305846	OK	 
REQUEST	16		request_205	1588531295623	1588531305850	OK	 
REQUEST	16		request_204	1588531295241	1588531306052	OK	 
REQUEST	15		request_234	1588531305691	1588531306286	OK	 
REQUEST	15		request_235	1588531305748	1588531306287	OK	 
REQUEST	14		request_254	1588531302537	1588531306289	OK	 
REQUEST	14		request_252	1588531301123	1588531306292	OK	 
REQUEST	15		request_226	1588531302112	1588531306316	OK	 
REQUEST	5		request_222	1588531305844	1588531306358	OK	 
REQUEST	16		request_216	1588531306052	1588531306366	OK	 
REQUEST	14		request_253	1588531302094	1588531306367	OK	 
REQUEST	5		request_212	1588531298568	1588531306368	OK	 
REQUEST	5		request_211	1588531298566	1588531306373	OK	 
REQUEST	15		request_237	1588531306288	1588531306464	OK	 
REQUEST	15		request_236	1588531306287	1588531306471	OK	 
REQUEST	17		request_208	1588531300977	1588531307069	OK	 
REQUEST	5		request_223	1588531306358	1588531307164	OK	 
REQUEST	16		request_217	1588531306366	1588531307171	OK	 
REQUEST	15		request_240	1588531306472	1588531307286	OK	 
REQUEST	16		request_218	1588531307171	1588531307853	OK	 
REQUEST	16		request_213	1588531302772	1588531308003	OK	 
REQUEST	16		request_212	1588531302752	1588531308006	OK	 
REQUEST	16		request_214	1588531302775	1588531308009	OK	 
REQUEST	16		request_211	1588531301520	1588531308016	OK	 
REQUEST	15		request_241	1588531307286	1588531308025	OK	 
REQUEST	5		request_215	1588531302773	1588531308025	OK	 
REQUEST	13		request_209	1588531302868	1588531308667	OK	 
REQUEST	5		request_220	1588531303871	1588531308674	OK	 
REQUEST	14		request_255	1588531305496	1588531308681	OK	 
REQUEST	15		request_233	1588531304084	1588531309135	OK	 
REQUEST	15		request_242	1588531308025	1588531309201	OK	 
REQUEST	13		request_211	1588531303125	1588531309204	OK	 
REQUEST	5		request_227	1588531308026	1588531309213	OK	 
REQUEST	16		request_222	1588531308010	1588531309220	OK	 
REQUEST	16		request_223	1588531308016	1588531309226	OK	 
REQUEST	14		request_256	1588531305696	1588531309230	OK	 
REQUEST	17		request_209	1588531303635	1588531309541	OK	 
REQUEST	5		request_228	1588531308674	1588531309839	OK	 
REQUEST	14		request_257	1588531305843	1588531309849	OK	 
REQUEST	5		request_221	1588531305684	1588531309881	OK	 
REQUEST	13		request_216	1588531309204	1588531309913	OK	 
REQUEST	5		request_229	1588531309214	1588531309917	OK	 
REQUEST	13		request_210	1588531303120	1588531309945	OK	 
REQUEST	17		request_211	1588531304803	1588531309998	OK	 
REQUEST	5		request_230	1588531309840	1588531310081	OK	 
REQUEST	5		request_231	1588531309881	1588531310085	OK	 
REQUEST	17		request_213	1588531305494	1588531310087	OK	 
REQUEST	17		request_212	1588531305493	1588531310089	OK	 
REQUEST	15		request_239	1588531306465	1588531310113	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 404
REQUEST	13		request_214	1588531305847	1588531310326	OK	 
REQUEST	16		request_215	1588531305850	1588531310328	OK	 
REQUEST	13		request_217	1588531309913	1588531310330	OK	 
REQUEST	13		request_213	1588531305685	1588531310364	OK	 
REQUEST	14		request_258	1588531306290	1588531310366	OK	 
REQUEST	14		request_259	1588531306292	1588531310370	OK	 
REQUEST	17		request_216	1588531309999	1588531310525	OK	 
REQUEST	13		request_218	1588531309945	1588531310527	OK	 
REQUEST	17		request_218	1588531310090	1588531310580	OK	 
REQUEST	17		request_217	1588531310087	1588531310585	OK	 
REQUEST	14		request_260	1588531306367	1588531310586	OK	 
REQUEST	5		request_234	1588531310085	1588531310587	OK	 
REQUEST	13		request_222	1588531310365	1588531310938	OK	 
REQUEST	15		request_238	1588531306316	1588531310976	OK	 
REQUEST	5		request_225	1588531306373	1588531311005	OK	 
REQUEST	5		request_224	1588531306368	1588531311247	OK	 
REQUEST	17		request_222	1588531310585	1588531311252	OK	 
REQUEST	13		request_223	1588531310528	1588531311254	OK	 
REQUEST	5		request_235	1588531310588	1588531311261	OK	 
REQUEST	17		request_210	1588531304740	1588531311431	OK	 
REQUEST	15		request_224	1588531300947	1588531311471	OK	 
REQUEST	5		request_236	1588531311006	1588531311497	OK	 
REQUEST	5		request_226	1588531307165	1588531311504	OK	 
REQUEST	13		request_212	1588531305497	1588531311517	OK	 
REQUEST	17		request_223	1588531311253	1588531311570	OK	 
REQUEST	5		request_237	1588531311247	1588531311572	OK	 
REQUEST	17		request_214	1588531307070	1588531312352	OK	 
REQUEST	16		request_219	1588531307853	1588531312356	OK	 
REQUEST	5		request_240	1588531311497	1588531312369	OK	 
REQUEST	14		request_261	1588531308681	1588531312375	OK	 
REQUEST	13		request_227	1588531311518	1588531312459	OK	 
REQUEST	5		request_242	1588531311572	1588531312467	OK	 
REQUEST	5		request_241	1588531311505	1588531312469	OK	 
REQUEST	16		request_221	1588531308006	1588531312472	OK	 
REQUEST	16		request_220	1588531308004	1588531312486	OK	 
REQUEST	16		request_227	1588531312357	1588531313240	OK	 
REQUEST	17		request_227	1588531312353	1588531313242	OK	 
REQUEST	15		request_243	1588531309136	1588531313268	OK	 
REQUEST	15		request_244	1588531309201	1588531313269	OK	 
REQUEST	13		request_228	1588531312460	1588531313390	OK	 
REQUEST	16		request_225	1588531309227	1588531313405	OK	 
REQUEST	16		request_229	1588531312486	1588531313408	OK	 
REQUEST	16		request_224	1588531309220	1588531313414	OK	 
REQUEST	16		request_228	1588531312472	1588531313419	OK	 
REQUEST	14		request_263	1588531309850	1588531313482	OK	 
REQUEST	17		request_228	1588531313242	1588531313724	OK	 
REQUEST	13		request_215	1588531308668	1588531313725	OK	 
REQUEST	16		request_230	1588531313241	1588531313729	OK	 
REQUEST	16		request_231	1588531313405	1588531313932	OK	 
REQUEST	13		request_229	1588531313390	1588531313939	OK	 
REQUEST	14		request_262	1588531309230	1588531314008	OK	 
REQUEST	5		request_232	1588531309917	1588531314012	OK	 
REQUEST	15		request_245	1588531310113	1588531314014	OK	 
REQUEST	16		request_234	1588531313420	1588531314376	OK	 
REQUEST	17		request_215	1588531309541	1588531314382	OK	 
REQUEST	17		request_229	1588531313724	1588531314449	OK	 
REQUEST	16		request_235	1588531313729	1588531314456	OK	 
REQUEST	13		request_230	1588531313725	1588531314458	OK	 
REQUEST	14		request_265	1588531310370	1588531314461	OK	 
REQUEST	14		request_264	1588531310367	1588531314470	OK	 
REQUEST	5		request_239	1588531311262	1588531314501	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 404
REQUEST	5		request_233	1588531310082	1588531314931	OK	 
REQUEST	13		request_231	1588531313939	1588531314939	OK	 
REQUEST	16		request_236	1588531313932	1588531314943	OK	 
REQUEST	14		request_266	1588531310586	1588531314984	OK	 
REQUEST	13		request_221	1588531310330	1588531315256	OK	 
REQUEST	16		request_226	1588531310328	1588531315263	OK	 
REQUEST	13		request_220	1588531310327	1588531315266	OK	 
REQUEST	16		request_237	1588531314376	1588531315271	OK	 
REQUEST	17		request_230	1588531314382	1588531315275	OK	 
REQUEST	17		request_231	1588531314449	1588531315311	OK	 
REQUEST	13		request_234	1588531314459	1588531315320	OK	 
REQUEST	13		request_235	1588531314939	1588531315453	OK	 
REQUEST	16		request_240	1588531314943	1588531315460	OK	 
REQUEST	17		request_221	1588531310581	1588531315466	OK	 
REQUEST	17		request_220	1588531310525	1588531315471	OK	 
REQUEST	14		request_272	1588531314984	1588531315605	OK	 
REQUEST	15		request_246	1588531310977	1588531315702	OK	 
REQUEST	13		request_236	1588531315256	1588531315748	OK	 
REQUEST	16		request_241	1588531315263	1588531316011	OK	 
REQUEST	13		request_224	1588531310939	1588531316013	OK	 
REQUEST	16		request_242	1588531315271	1588531316017	OK	 
REQUEST	17		request_234	1588531315276	1588531316019	OK	 
REQUEST	17		request_235	1588531315311	1588531316025	OK	 
REQUEST	13		request_237	1588531315267	1588531316035	OK	 
REQUEST	13		request_225	1588531311255	1588531316179	OK	 
REQUEST	13		request_240	1588531315453	1588531316183	OK	 
REQUEST	17		request_236	1588531315467	1588531316191	OK	 
REQUEST	15		request_247	1588531311471	1588531316193	OK	 
REQUEST	17		request_237	1588531315472	1588531316197	OK	 
REQUEST	14		request_273	1588531315605	1588531316217	OK	 
REQUEST	13		request_241	1588531315749	1588531316366	OK	 
REQUEST	17		request_224	1588531311431	1588531316374	OK	 
REQUEST	13		request_242	1588531316013	1588531316536	OK	 
REQUEST	17		request_225	1588531311570	1588531316779	OK	 
REQUEST	14		request_267	1588531312376	1588531316785	OK	 
REQUEST	17		request_241	1588531316191	1588531316943	OK	 
REQUEST	17		request_242	1588531316197	1588531316954	OK	 
REQUEST	5		request_245	1588531312470	1588531316957	OK	 
REQUEST	5		request_243	1588531312370	1588531317044	OK	 
REQUEST	5		request_244	1588531312467	1588531317208	OK	 
REQUEST	15		request_249	1588531313270	1588531317368	OK	 
REQUEST	15		request_248	1588531313269	1588531317370	OK	 
REQUEST	17		request_240	1588531316026	1588531317450	OK	 
REQUEST	16		request_239	1588531314456	1588531317555	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 404
REQUEST	16		request_233	1588531313415	1588531318064	OK	 
REQUEST	13		request_239	1588531315320	1588531318297	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 404
REQUEST	16		request_232	1588531313408	1588531318304	OK	 
REQUEST	14		request_269	1588531314008	1588531318401	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 404
REQUEST	15		request_250	1588531314015	1588531318546	OK	 
REQUEST	5		request_246	1588531314012	1588531318547	OK	 
REQUEST	5		request_247	1588531314502	1588531318635	OK	 
REQUEST	5		request_248	1588531314931	1588531318896	OK	 
REQUEST	14		request_271	1588531314470	1588531319030	OK	 
REQUEST	14		request_268	1588531313482	1588531319046	OK	 
